Frequency,REF_AREA,Reference area,CURRENCY,Currency,TITLE,Series,Monthly_per_year,Exchange_price_rate
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2002-12,122.001949
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2002-12,1205.000805
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2002-12,0.982169
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2002-12,0.982314
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2002-12,0.845348
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2002-12,60.053636
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2002-12,10.222706
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2002-12,3.801318
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2002-12,0.982314
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2002-12,7.165715
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2002-12,3.5142380952381
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2002-12,53.520453
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2002-12,3.91514
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2002-12,0.982314
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2002-12,3.363808
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2002-12,60.314976190476
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2002-12,31.872144
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2002-12,3.750357
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2002-12,8.934655
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2002-12,1.753986
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2002-12,0.94286
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2002-12,1.361195
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2002-12,43.329199
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2002-12,1.589398121686
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2002-12,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2002-12,0.982314
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2002-12,8.94342
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2003-01,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2003-01,3.282751293875
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2003-01,0.941649
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2003-01,1.715489
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2003-01,1.841707
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2003-01,0.941649
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2003-01,1.841362
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2003-01,3.4374664679262
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2003-01,1.54083
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2003-01,1.376724
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2003-01,722.477727
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2003-01,8.277002
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2003-01,2905.504839
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2003-01,29.651734
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2003-01,0.941649
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2003-01,6.998701
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2003-01,0.941649
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2003-01,0.941649
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2003-01,0.941649
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2003-01,0.941649
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2003-01,0.618716
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2003-01,0.941649
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2003-01,7.799116
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2003-01,0.940211
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2003-01,226.307063
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2003-01,8889.570786
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2003-01,0.941649
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2003-01,4.838795
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2003-01,47.906379
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2003-01,79.501905
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2003-01,0.941649
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2003-01,118.738412
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2003-01,1176.95638
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2003-01,0.941672
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2003-01,0.941649
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2003-01,0.829985
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2003-01,57.509
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2003-01,10.612881
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2003-01,3.800104
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2003-01,0.941649
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2003-01,6.903819
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2003-01,3.4939545454545
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2003-01,53.593187
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2003-01,3.832035
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2003-01,0.941649
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2003-01,3.346101
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2003-01,58.398615
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2003-01,31.843749
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2003-01,3.750186
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2003-01,8.637378
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2003-01,1.735432
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2003-01,0.90653
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2003-01,1.301362
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2003-01,42.765777
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2003-01,1.6637366010256
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2003-01,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2003-01,0.941649
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2003-01,8.692487
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2003-02,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2003-02,3.1775884785978
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2003-02,0.928272
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2003-02,1.681255
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2003-02,1.815538
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2003-02,0.928272
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2003-02,1.813799
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2003-02,3.5878728067898
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2003-02,1.512991
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2003-02,1.362137
